Index	Ts	t	HF	Weight	Tr	
6133	6.18E+02	6.13E+03	-1.19E+02	0.155	6.11E+02	
6134	6.18E+02	6.13E+03	-1.19E+02	0.155	6.11E+02	
6135	6.18E+02	6.14E+03	-1.19E+02	0.154	6.11E+02	
6136	6.18E+02	6.14E+03	-1.19E+02	0.154	6.11E+02	
6137	6.18E+02	6.14E+03	-1.19E+02	0.153	6.11E+02	
6138	6.18E+02	6.14E+03	-1.19E+02	0.153	6.12E+02	
6139	6.19E+02	6.14E+03	-1.19E+02	0.153	6.12E+02	
6140	6.19E+02	6.14E+03	-1.19E+02	0.152	6.12E+02	
6141	6.19E+02	6.14E+03	-1.19E+02	0.152	6.12E+02	
6142	6.19E+02	6.14E+03	-1.19E+02	0.152	6.12E+02	
6143	6.19E+02	6.14E+03	-1.19E+02	0.151	6.12E+02	
6144	6.19E+02	6.14E+03	-1.19E+02	0.151	6.12E+02	
6145	6.19E+02	6.15E+03	-1.19E+02	0.151	6.12E+02	
6146	6.19E+02	6.15E+03	-1.19E+02	0.151	6.12E+02	
6147	6.19E+02	6.15E+03	-1.19E+02	0.15	6.12E+02	
6148	6.19E+02	6.15E+03	-1.19E+02	0.15	6.12E+02	
6149	6.19E+02	6.15E+03	-1.19E+02	0.15	6.12E+02	
6150	6.19E+02	6.15E+03	-1.19E+02	0.149	6.13E+02	
6151	6.20E+02	6.15E+03	-1.19E+02	0.149	6.13E+02	
6152	6.20E+02	6.15E+03	-1.19E+02	0.149	6.13E+02	
6153	6.20E+02	6.15E+03	-1.19E+02	0.148	6.13E+02	
6154	6.20E+02	6.15E+03	-1.19E+02	0.148	6.13E+02	
6155	6.20E+02	6.16E+03	-1.19E+02	0.148	6.13E+02	
6156	6.20E+02	6.16E+03	-1.19E+02	0.147	6.13E+02	
6157	6.20E+02	6.16E+03	-1.19E+02	0.147	6.13E+02	
6158	6.20E+02	6.16E+03	-1.19E+02	0.147	6.13E+02	
6159	6.20E+02	6.16E+03	-1.19E+02	0.146	6.13E+02	
6160	6.20E+02	6.16E+03	-1.20E+02	0.146	6.13E+02	
6161	6.20E+02	6.16E+03	-1.20E+02	0.146	6.13E+02	
6162	6.20E+02	6.16E+03	-1.20E+02	0.146	6.14E+02	
6163	6.21E+02	6.16E+03	-1.20E+02	0.145	6.14E+02	
6164	6.21E+02	6.16E+03	-1.20E+02	0.145	6.14E+02	
6165	6.21E+02	6.17E+03	-1.20E+02	0.145	6.14E+02	
6166	6.21E+02	6.17E+03	-1.20E+02	0.144	6.14E+02	
6167	6.21E+02	6.17E+03	-1.20E+02	0.144	6.14E+02	
6168	6.21E+02	6.17E+03	-1.20E+02	0.143	6.14E+02	
6169	6.21E+02	6.17E+03	-1.20E+02	0.143	6.14E+02	
6170	6.21E+02	6.17E+03	-1.20E+02	0.143	6.14E+02	
6171	6.21E+02	6.17E+03	-1.20E+02	0.142	6.14E+02	
6172	6.21E+02	6.17E+03	-1.20E+02	0.142	6.14E+02	
6173	6.21E+02	6.17E+03	-1.20E+02	0.142	6.14E+02	
6174	6.21E+02	6.17E+03	-1.20E+02	0.141	6.15E+02	
6175	6.22E+02	6.18E+03	-1.20E+02	0.141	6.15E+02	
6176	6.22E+02	6.18E+03	-1.20E+02	0.141	6.15E+02	
6177	6.22E+02	6.18E+03	-1.20E+02	0.141	6.15E+02	
6178	6.22E+02	6.18E+03	-1.20E+02	0.14	6.15E+02	
6179	6.22E+02	6.18E+03	-1.20E+02	0.14	6.15E+02	
6180	6.22E+02	6.18E+03	-1.20E+02	0.14	6.15E+02	
6181	6.22E+02	6.18E+03	-1.20E+02	0.139	6.15E+02	
6182	6.22E+02	6.18E+03	-1.20E+02	0.139	6.15E+02	
6183	6.22E+02	6.18E+03	-1.20E+02	0.139	6.15E+02	
6184	6.22E+02	6.18E+03	-1.20E+02	0.138	6.15E+02	
6185	6.22E+02	6.19E+03	-1.20E+02	0.138	6.15E+02	
6186	6.22E+02	6.19E+03	-1.20E+02	0.138	6.16E+02	
6187	6.23E+02	6.19E+03	-1.20E+02	0.137	6.16E+02	
6188	6.23E+02	6.19E+03	-1.20E+02	0.137	6.16E+02	
6189	6.23E+02	6.19E+03	-1.20E+02	0.137	6.16E+02	
6190	6.23E+02	6.19E+03	-1.20E+02	0.136	6.16E+02	
6191	6.23E+02	6.19E+03	-1.20E+02	0.136	6.16E+02	
6192	6.23E+02	6.19E+03	-1.20E+02	0.136	6.16E+02	
6193	6.23E+02	6.19E+03	-1.20E+02	0.135	6.16E+02	
6194	6.23E+02	6.19E+03	-1.20E+02	0.135	6.16E+02	
6195	6.23E+02	6.20E+03	-1.20E+02	0.135	6.16E+02	
6196	6.23E+02	6.20E+03	-1.20E+02	0.134	6.16E+02	
6197	6.23E+02	6.20E+03	-1.20E+02	0.134	6.16E+02	
6198	6.23E+02	6.20E+03	-1.20E+02	0.134	6.17E+02	
6199	6.24E+02	6.20E+03	-1.20E+02	0.133	6.17E+02	
6200	6.24E+02	6.20E+03	-1.20E+02	0.133	6.17E+02	
6201	6.24E+02	6.20E+03	-1.20E+02	0.133	6.17E+02	
6202	6.24E+02	6.20E+03	-1.20E+02	0.132	6.17E+02	
6203	6.24E+02	6.20E+03	-1.20E+02	0.132	6.17E+02	
6204	6.24E+02	6.20E+03	-1.20E+02	0.132	6.17E+02	
6205	6.24E+02	6.21E+03	-1.20E+02	0.131	6.17E+02	
6206	6.24E+02	6.21E+03	-1.20E+02	0.131	6.17E+02	
6207	6.24E+02	6.21E+03	-1.20E+02	0.131	6.17E+02	
6208	6.24E+02	6.21E+03	-1.20E+02	0.13	6.17E+02	
6209	6.24E+02	6.21E+03	-1.20E+02	0.13	6.17E+02	
6210	6.24E+02	6.21E+03	-1.20E+02	0.13	6.18E+02	
6211	6.25E+02	6.21E+03	-1.20E+02	0.13	6.18E+02	
6212	6.25E+02	6.21E+03	-1.20E+02	0.129	6.18E+02	
6213	6.25E+02	6.21E+03	-1.20E+02	0.129	6.18E+02	
6214	6.25E+02	6.21E+03	-1.20E+02	0.129	6.18E+02	
6215	6.25E+02	6.22E+03	-1.20E+02	0.128	6.18E+02	
6216	6.25E+02	6.22E+03	-1.20E+02	0.128	6.18E+02	
6217	6.25E+02	6.22E+03	-1.20E+02	0.128	6.18E+02	
6218	6.25E+02	6.22E+03	-1.20E+02	0.127	6.18E+02	
6219	6.25E+02	6.22E+03	-1.20E+02	0.127	6.18E+02	
6220	6.25E+02	6.22E+03	-1.20E+02	0.127	6.18E+02	
6221	6.25E+02	6.22E+03	-1.20E+02	0.126	6.18E+02	
6222	6.25E+02	6.22E+03	-1.20E+02	0.126	6.19E+02	
6223	6.26E+02	6.22E+03	-1.20E+02	0.126	6.19E+02	
6224	6.26E+02	6.22E+03	-1.21E+02	0.126	6.19E+02	
6225	6.26E+02	6.23E+03	-1.21E+02	0.125	6.19E+02	
6226	6.26E+02	6.23E+03	-1.21E+02	0.125	6.19E+02	
6227	6.26E+02	6.23E+03	-1.21E+02	0.125	6.19E+02	
6228	6.26E+02	6.23E+03	-1.21E+02	0.124	6.19E+02	
6229	6.26E+02	6.23E+03	-1.21E+02	0.124	6.19E+02	
6230	6.26E+02	6.23E+03	-1.21E+02	0.124	6.19E+02	
6231	6.26E+02	6.23E+03	-1.21E+02	0.123	6.19E+02	
6232	6.26E+02	6.23E+03	-1.21E+02	0.123	6.19E+02	
6233	6.26E+02	6.23E+03	-1.21E+02	0.123	6.19E+02	
6234	6.26E+02	6.23E+03	-1.21E+02	0.122	6.20E+02	
6235	6.27E+02	6.24E+03	-1.21E+02	0.122	6.20E+02	
6236	6.27E+02	6.24E+03	-1.21E+02	0.122	6.20E+02	
6237	6.27E+02	6.24E+03	-1.21E+02	0.121	6.20E+02	
6238	6.27E+02	6.24E+03	-1.21E+02	0.121	6.20E+02	
6239	6.27E+02	6.24E+03	-1.21E+02	0.121	6.20E+02	
6240	6.27E+02	6.24E+03	-1.21E+02	0.121	6.20E+02	
6241	6.27E+02	6.24E+03	-1.21E+02	0.12	6.20E+02	
6242	6.27E+02	6.24E+03	-1.21E+02	0.12	6.20E+02	
6243	6.27E+02	6.24E+03	-1.21E+02	0.12	6.20E+02	
6244	6.27E+02	6.24E+03	-1.21E+02	0.119	6.20E+02	
6245	6.27E+02	6.25E+03	-1.21E+02	0.119	6.20E+02	
6246	6.27E+02	6.25E+03	-1.21E+02	0.119	6.21E+02	
6247	6.28E+02	6.25E+03	-1.21E+02	0.118	6.21E+02	
6248	6.28E+02	6.25E+03	-1.21E+02	0.118	6.21E+02	
6249	6.28E+02	6.25E+03	-1.21E+02	0.117	6.21E+02	
6250	6.28E+02	6.25E+03	-1.21E+02	0.117	6.21E+02	
6251	6.28E+02	6.25E+03	-1.21E+02	0.117	6.21E+02	
6252	6.28E+02	6.25E+03	-1.21E+02	0.116	6.21E+02	
6253	6.28E+02	6.25E+03	-1.21E+02	0.116	6.21E+02	
6254	6.28E+02	6.25E+03	-1.21E+02	0.116	6.21E+02	
6255	6.28E+02	6.26E+03	-1.21E+02	0.116	6.21E+02	
6256	6.28E+02	6.26E+03	-1.21E+02	0.115	6.21E+02	
6257	6.28E+02	6.26E+03	-1.21E+02	0.115	6.21E+02	
6258	6.28E+02	6.26E+03	-1.21E+02	0.115	6.22E+02	
6259	6.29E+02	6.26E+03	-1.21E+02	0.114	6.22E+02	
6260	6.29E+02	6.26E+03	-1.21E+02	0.114	6.22E+02	
6261	6.29E+02	6.26E+03	-1.21E+02	0.114	6.22E+02	
6262	6.29E+02	6.26E+03	-1.21E+02	0.114	6.22E+02	
6263	6.29E+02	6.26E+03	-1.21E+02	0.113	6.22E+02	
6264	6.29E+02	6.26E+03	-1.21E+02	0.113	6.22E+02	
6265	6.29E+02	6.27E+03	-1.21E+02	0.113	6.22E+02	
6266	6.29E+02	6.27E+03	-1.21E+02	0.112	6.22E+02	
6267	6.29E+02	6.27E+03	-1.21E+02	0.112	6.22E+02	
6268	6.29E+02	6.27E+03	-1.21E+02	0.112	6.22E+02	
6269	6.29E+02	6.27E+03	-1.21E+02	0.111	6.22E+02	
6270	6.29E+02	6.27E+03	-1.21E+02	0.111	6.23E+02	
6271	6.30E+02	6.27E+03	-1.21E+02	0.111	6.23E+02	
6272	6.30E+02	6.27E+03	-1.21E+02	0.11	6.23E+02	
6273	6.30E+02	6.27E+03	-1.21E+02	0.11	6.23E+02	
6274	6.30E+02	6.27E+03	-1.21E+02	0.11	6.23E+02	
6275	6.30E+02	6.28E+03	-1.21E+02	0.11	6.23E+02	
6276	6.30E+02	6.28E+03	-1.21E+02	0.109	6.23E+02	
6277	6.30E+02	6.28E+03	-1.21E+02	0.109	6.23E+02	
6278	6.30E+02	6.28E+03	-1.21E+02	0.109	6.23E+02	
6279	6.30E+02	6.28E+03	-1.21E+02	0.108	6.23E+02	
6280	6.30E+02	6.28E+03	-1.21E+02	0.108	6.23E+02	
6281	6.30E+02	6.28E+03	-1.21E+02	0.108	6.23E+02	
6282	6.30E+02	6.28E+03	-1.21E+02	0.107	6.24E+02	
6283	6.31E+02	6.28E+03	-1.21E+02	0.107	6.24E+02	
6284	6.31E+02	6.28E+03	-1.21E+02	0.107	6.24E+02	
6285	6.31E+02	6.29E+03	-1.21E+02	0.106	6.24E+02	
6286	6.31E+02	6.29E+03	-1.21E+02	0.106	6.24E+02	
6287	6.31E+02	6.29E+03	-1.21E+02	0.106	6.24E+02	
6288	6.31E+02	6.29E+03	-1.21E+02	0.106	6.24E+02	
6289	6.31E+02	6.29E+03	-1.21E+02	0.105	6.24E+02	
6290	6.31E+02	6.29E+03	-1.21E+02	0.105	6.24E+02	
6291	6.31E+02	6.29E+03	-1.21E+02	0.105	6.24E+02	
6292	6.31E+02	6.29E+03	-1.21E+02	0.104	6.24E+02	
6293	6.31E+02	6.29E+03	-1.21E+02	0.104	6.24E+02	
6294	6.31E+02	6.29E+03	-1.21E+02	0.104	6.25E+02	
6295	6.32E+02	6.30E+03	-1.21E+02	0.103	6.25E+02	
6296	6.32E+02	6.30E+03	-1.21E+02	0.103	6.25E+02	
6297	6.32E+02	6.30E+03	-1.21E+02	0.103	6.25E+02	
6298	6.32E+02	6.30E+03	-1.21E+02	0.103	6.25E+02	
6299	6.32E+02	6.30E+03	-1.21E+02	0.102	6.25E+02	
6300	6.32E+02	6.30E+03	-1.21E+02	0.102	6.25E+02	
6301	6.32E+02	6.30E+03	-1.22E+02	0.102	6.25E+02	
6302	6.32E+02	6.30E+03	-1.22E+02	0.102	6.25E+02	
6303	6.32E+02	6.30E+03	-1.22E+02	0.101	6.25E+02	
6304	6.32E+02	6.30E+03	-1.22E+02	0.101	6.25E+02	
6305	6.32E+02	6.31E+03	-1.22E+02	0.101	6.25E+02	
6306	6.33E+02	6.31E+03	-1.22E+02	0.1	6.26E+02	
6307	6.33E+02	6.31E+03	-1.22E+02	0.1	6.26E+02	
6308	6.33E+02	6.31E+03	-1.22E+02	0.1	6.26E+02	
6309	6.33E+02	6.31E+03	-1.22E+02	0.099	6.26E+02	
6310	6.33E+02	6.31E+03	-1.22E+02	0.099	6.26E+02	
6311	6.33E+02	6.31E+03	-1.22E+02	0.099	6.26E+02	
6312	6.33E+02	6.31E+03	-1.22E+02	0.098	6.26E+02	
6313	6.33E+02	6.31E+03	-1.22E+02	0.098	6.26E+02	
6314	6.33E+02	6.31E+03	-1.22E+02	0.098	6.26E+02	
6315	6.33E+02	6.32E+03	-1.22E+02	0.097	6.26E+02	
6316	6.33E+02	6.32E+03	-1.22E+02	0.097	6.26E+02	
6317	6.33E+02	6.32E+03	-1.22E+02	0.097	6.26E+02	
6318	6.34E+02	6.32E+03	-1.22E+02	0.097	6.27E+02	
6319	6.34E+02	6.32E+03	-1.22E+02	0.096	6.27E+02	
6320	6.34E+02	6.32E+03	-1.22E+02	0.096	6.27E+02	
6321	6.34E+02	6.32E+03	-1.22E+02	0.096	6.27E+02	
6322	6.34E+02	6.32E+03	-1.22E+02	0.095	6.27E+02	
6323	6.34E+02	6.32E+03	-1.22E+02	0.095	6.27E+02	
6324	6.34E+02	6.32E+03	-1.22E+02	0.095	6.27E+02	
6325	6.34E+02	6.33E+03	-1.22E+02	0.095	6.27E+02	
6326	6.34E+02	6.33E+03	-1.22E+02	0.094	6.27E+02	
6327	6.34E+02	6.33E+03	-1.22E+02	0.094	6.27E+02	
6328	6.34E+02	6.33E+03	-1.22E+02	0.094	6.27E+02	
6329	6.34E+02	6.33E+03	-1.22E+02	0.093	6.27E+02	
6330	6.35E+02	6.33E+03	-1.22E+02	0.093	6.28E+02	
6331	6.35E+02	6.33E+03	-1.22E+02	0.093	6.28E+02	
6332	6.35E+02	6.33E+03	-1.22E+02	0.092	6.28E+02	
6333	6.35E+02	6.33E+03	-1.22E+02	0.092	6.28E+02	
6334	6.35E+02	6.33E+03	-1.22E+02	0.092	6.28E+02	
6335	6.35E+02	6.34E+03	-1.22E+02	0.092	6.28E+02	
6336	6.35E+02	6.34E+03	-1.22E+02	0.091	6.28E+02	
6337	6.35E+02	6.34E+03	-1.22E+02	0.091	6.28E+02	
6338	6.35E+02	6.34E+03	-1.22E+02	0.091	6.28E+02	
6339	6.35E+02	6.34E+03	-1.22E+02	0.09	6.28E+02	
6340	6.35E+02	6.34E+03	-1.22E+02	0.09	6.28E+02	
6341	6.35E+02	6.34E+03	-1.22E+02	0.09	6.28E+02	
6342	6.36E+02	6.34E+03	-1.22E+02	0.09	6.29E+02	
6343	6.36E+02	6.34E+03	-1.22E+02	0.089	6.29E+02	
6344	6.36E+02	6.34E+03	-1.22E+02	0.089	6.29E+02	
6345	6.36E+02	6.35E+03	-1.22E+02	0.089	6.29E+02	
6346	6.36E+02	6.35E+03	-1.22E+02	0.088	6.29E+02	
6347	6.36E+02	6.35E+03	-1.22E+02	0.088	6.29E+02	
6348	6.36E+02	6.35E+03	-1.22E+02	0.088	6.29E+02	
6349	6.36E+02	6.35E+03	-1.22E+02	0.088	6.29E+02	
6350	6.36E+02	6.35E+03	-1.22E+02	0.087	6.29E+02	
6351	6.36E+02	6.35E+03	-1.22E+02	0.087	6.29E+02	
6352	6.36E+02	6.35E+03	-1.22E+02	0.087	6.29E+02	
6353	6.36E+02	6.35E+03	-1.22E+02	0.087	6.29E+02	
6354	6.37E+02	6.35E+03	-1.22E+02	0.086	6.30E+02	
6355	6.37E+02	6.36E+03	-1.22E+02	0.086	6.30E+02	
6356	6.37E+02	6.36E+03	-1.22E+02	0.086	6.30E+02	
6357	6.37E+02	6.36E+03	-1.22E+02	0.085	6.30E+02	
6358	6.37E+02	6.36E+03	-1.22E+02	0.085	6.30E+02	
6359	6.37E+02	6.36E+03	-1.22E+02	0.085	6.30E+02	
6360	6.37E+02	6.36E+03	-1.22E+02	0.085	6.30E+02	
6361	6.37E+02	6.36E+03	-1.22E+02	0.084	6.30E+02	
6362	6.37E+02	6.36E+03	-1.22E+02	0.084	6.30E+02	
6363	6.37E+02	6.36E+03	-1.22E+02	0.084	6.30E+02	
6364	6.37E+02	6.36E+03	-1.22E+02	0.083	6.30E+02	
6365	6.37E+02	6.37E+03	-1.22E+02	0.083	6.30E+02	
6366	6.38E+02	6.37E+03	-1.22E+02	0.083	6.31E+02	
6367	6.38E+02	6.37E+03	-1.22E+02	0.083	6.31E+02	
6368	6.38E+02	6.37E+03	-1.22E+02	0.082	6.31E+02	
6369	6.38E+02	6.37E+03	-1.22E+02	0.082	6.31E+02	
6370	6.38E+02	6.37E+03	-1.22E+02	0.082	6.31E+02	
6371	6.38E+02	6.37E+03	-1.22E+02	0.081	6.31E+02	
6372	6.38E+02	6.37E+03	-1.22E+02	0.081	6.31E+02	
6373	6.38E+02	6.37E+03	-1.22E+02	0.081	6.31E+02	
6374	6.38E+02	6.37E+03	-1.22E+02	0.081	6.31E+02	
6375	6.38E+02	6.38E+03	-1.22E+02	0.08	6.31E+02	
6376	6.38E+02	6.38E+03	-1.22E+02	0.08	6.31E+02	
6377	6.38E+02	6.38E+03	-1.22E+02	0.08	6.31E+02	
6378	6.39E+02	6.38E+03	-1.22E+02	0.079	6.32E+02	
6379	6.39E+02	6.38E+03	-1.22E+02	0.079	6.32E+02	
6380	6.39E+02	6.38E+03	-1.22E+02	0.079	6.32E+02	
6381	6.39E+02	6.38E+03	-1.22E+02	0.079	6.32E+02	
6382	6.39E+02	6.38E+03	-1.22E+02	0.078	6.32E+02	
6383	6.39E+02	6.38E+03	-1.22E+02	0.078	6.32E+02	
6384	6.39E+02	6.38E+03	-1.22E+02	0.078	6.32E+02	
6385	6.39E+02	6.39E+03	-1.22E+02	0.078	6.32E+02	
6386	6.39E+02	6.39E+03	-1.22E+02	0.077	6.32E+02	
6387	6.39E+02	6.39E+03	-1.22E+02	0.077	6.32E+02	
6388	6.39E+02	6.39E+03	-1.22E+02	0.077	6.32E+02	
6389	6.39E+02	6.39E+03	-1.22E+02	0.077	6.32E+02	
6390	6.40E+02	6.39E+03	-1.22E+02	0.076	6.33E+02	
6391	6.40E+02	6.39E+03	-1.22E+02	0.076	6.33E+02	
6392	6.40E+02	6.39E+03	-1.22E+02	0.076	6.33E+02	
6393	6.40E+02	6.39E+03	-1.22E+02	0.076	6.33E+02	
6394	6.40E+02	6.39E+03	-1.22E+02	0.075	6.33E+02	
6395	6.40E+02	6.40E+03	-1.22E+02	0.075	6.33E+02	
6396	6.40E+02	6.40E+03	-1.22E+02	0.075	6.33E+02	
6397	6.40E+02	6.40E+03	-1.22E+02	0.075	6.33E+02	
6398	6.40E+02	6.40E+03	-1.22E+02	0.074	6.33E+02	
6399	6.40E+02	6.40E+03	-1.22E+02	0.074	6.33E+02	
6400	6.40E+02	6.40E+03	-1.22E+02	0.074	6.33E+02	
6401	6.40E+02	6.40E+03	-1.22E+02	0.074	6.33E+02	
6402	6.41E+02	6.40E+03	-1.22E+02	0.073	6.34E+02	
6403	6.41E+02	6.40E+03	-1.22E+02	0.073	6.34E+02	
6404	6.41E+02	6.40E+03	-1.22E+02	0.073	6.34E+02	
6405	6.41E+02	6.41E+03	-1.22E+02	0.072	6.34E+02	
6406	6.41E+02	6.41E+03	-1.22E+02	0.072	6.34E+02	
6407	6.41E+02	6.41E+03	-1.22E+02	0.072	6.34E+02	
6408	6.41E+02	6.41E+03	-1.22E+02	0.072	6.34E+02	
6409	6.41E+02	6.41E+03	-1.22E+02	0.071	6.34E+02	
6410	6.41E+02	6.41E+03	-1.22E+02	0.071	6.34E+02	
6411	6.41E+02	6.41E+03	-1.22E+02	0.071	6.34E+02	
6412	6.41E+02	6.41E+03	-1.22E+02	0.07	6.34E+02	
6413	6.41E+02	6.41E+03	-1.22E+02	0.07	6.34E+02	
6414	6.42E+02	6.41E+03	-1.22E+02	0.07	6.35E+02	
6415	6.42E+02	6.42E+03	-1.22E+02	0.07	6.35E+02	
6416	6.42E+02	6.42E+03	-1.22E+02	0.069	6.35E+02	
6417	6.42E+02	6.42E+03	-1.22E+02	0.069	6.35E+02	
6418	6.42E+02	6.42E+03	-1.22E+02	0.069	6.35E+02	
6419	6.42E+02	6.42E+03	-1.22E+02	0.069	6.35E+02	
6420	6.42E+02	6.42E+03	-1.22E+02	0.068	6.35E+02	
6421	6.42E+02	6.42E+03	-1.22E+02	0.068	6.35E+02	
6422	6.42E+02	6.42E+03	-1.22E+02	0.068	6.35E+02	
6423	6.42E+02	6.42E+03	-1.22E+02	0.067	6.35E+02	
6424	6.42E+02	6.42E+03	-1.22E+02	0.067	6.35E+02	
6425	6.43E+02	6.43E+03	-1.22E+02	0.067	6.35E+02	
6426	6.43E+02	6.43E+03	-1.22E+02	0.066	6.36E+02	
6427	6.43E+02	6.43E+03	-1.22E+02	0.066	6.36E+02	
6428	6.43E+02	6.43E+03	-1.22E+02	0.066	6.36E+02	
6429	6.43E+02	6.43E+03	-1.22E+02	0.066	6.36E+02	
6430	6.43E+02	6.43E+03	-1.22E+02	0.065	6.36E+02	
6431	6.43E+02	6.43E+03	-1.22E+02	0.065	6.36E+02	
6432	6.43E+02	6.43E+03	-1.22E+02	0.065	6.36E+02	
6433	6.43E+02	6.43E+03	-1.22E+02	0.065	6.36E+02	
6434	6.43E+02	6.43E+03	-1.22E+02	0.065	6.36E+02	
6435	6.43E+02	6.44E+03	-1.22E+02	0.064	6.36E+02	
6436	6.43E+02	6.44E+03	-1.22E+02	0.064	6.36E+02	
6437	6.44E+02	6.44E+03	-1.22E+02	0.064	6.36E+02	
6438	6.44E+02	6.44E+03	-1.22E+02	0.064	6.37E+02	
6439	6.44E+02	6.44E+03	-1.22E+02	0.063	6.37E+02	
6440	6.44E+02	6.44E+03	-1.22E+02	0.063	6.37E+02	
6441	6.44E+02	6.44E+03	-1.22E+02	0.063	6.37E+02	
6442	6.44E+02	6.44E+03	-1.22E+02	0.063	6.37E+02	
6443	6.44E+02	6.44E+03	-1.22E+02	0.062	6.37E+02	
6444	6.44E+02	6.44E+03	-1.22E+02	0.062	6.37E+02	
6445	6.44E+02	6.45E+03	-1.22E+02	0.062	6.37E+02	
6446	6.44E+02	6.45E+03	-1.22E+02	0.062	6.37E+02	
6447	6.44E+02	6.45E+03	-1.22E+02	0.062	6.37E+02	
6448	6.44E+02	6.45E+03	-1.22E+02	0.061	6.37E+02	
6449	6.45E+02	6.45E+03	-1.22E+02	0.061	6.37E+02	
6450	6.45E+02	6.45E+03	-1.22E+02	0.061	6.38E+02	
6451	6.45E+02	6.45E+03	-1.22E+02	0.061	6.38E+02	
6452	6.45E+02	6.45E+03	-1.22E+02	0.06	6.38E+02	
6453	6.45E+02	6.45E+03	-1.22E+02	0.06	6.38E+02	
6454	6.45E+02	6.45E+03	-1.22E+02	0.06	6.38E+02	
6455	6.45E+02	6.46E+03	-1.22E+02	0.059	6.38E+02	
6456	6.45E+02	6.46E+03	-1.22E+02	0.059	6.38E+02	
6457	6.45E+02	6.46E+03	-1.22E+02	0.059	6.38E+02	
6458	6.45E+02	6.46E+03	-1.22E+02	0.059	6.38E+02	
6459	6.45E+02	6.46E+03	-1.22E+02	0.058	6.38E+02	
6460	6.45E+02	6.46E+03	-1.22E+02	0.058	6.38E+02	
6461	6.46E+02	6.46E+03	-1.22E+02	0.058	6.38E+02	
6462	6.46E+02	6.46E+03	-1.22E+02	0.058	6.39E+02	
6463	6.46E+02	6.46E+03	-1.22E+02	0.058	6.39E+02	
6464	6.46E+02	6.46E+03	-1.22E+02	0.057	6.39E+02	
6465	6.46E+02	6.47E+03	-1.22E+02	0.057	6.39E+02	
6466	6.46E+02	6.47E+03	-1.22E+02	0.057	6.39E+02	
6467	6.46E+02	6.47E+03	-1.22E+02	0.057	6.39E+02	
6468	6.46E+02	6.47E+03	-1.22E+02	0.056	6.39E+02	
6469	6.46E+02	6.47E+03	-1.22E+02	0.056	6.39E+02	
6470	6.46E+02	6.47E+03	-1.22E+02	0.056	6.39E+02	
6471	6.46E+02	6.47E+03	-1.22E+02	0.056	6.39E+02	
6472	6.46E+02	6.47E+03	-1.22E+02	0.056	6.39E+02	
6473	6.47E+02	6.47E+03	-1.22E+02	0.055	6.39E+02	
6474	6.47E+02	6.47E+03	-1.22E+02	0.055	6.40E+02	
6475	6.47E+02	6.48E+03	-1.22E+02	0.055	6.40E+02	
6476	6.47E+02	6.48E+03	-1.22E+02	0.055	6.40E+02	
6477	6.47E+02	6.48E+03	-1.22E+02	0.054	6.40E+02	
6478	6.47E+02	6.48E+03	-1.22E+02	0.054	6.40E+02	
6479	6.47E+02	6.48E+03	-1.22E+02	0.054	6.40E+02	
6480	6.47E+02	6.48E+03	-1.22E+02	0.054	6.40E+02	
6481	6.47E+02	6.48E+03	-1.22E+02	0.053	6.40E+02	
6482	6.47E+02	6.48E+03	-1.22E+02	0.053	6.40E+02	
6483	6.47E+02	6.48E+03	-1.22E+02	0.053	6.40E+02	
6484	6.47E+02	6.48E+03	-1.22E+02	0.053	6.40E+02	
6485	6.48E+02	6.49E+03	-1.22E+02	0.052	6.40E+02	
6486	6.48E+02	6.49E+03	-1.22E+02	0.052	6.41E+02	
6487	6.48E+02	6.49E+03	-1.22E+02	0.052	6.41E+02	
6488	6.48E+02	6.49E+03	-1.22E+02	0.051	6.41E+02	
6489	6.48E+02	6.49E+03	-1.22E+02	0.051	6.41E+02	
6490	6.48E+02	6.49E+03	-1.22E+02	0.051	6.41E+02	
6491	6.48E+02	6.49E+03	-1.22E+02	0.051	6.41E+02	
6492	6.48E+02	6.49E+03	-1.22E+02	0.05	6.41E+02	
6493	6.48E+02	6.49E+03	-1.22E+02	0.05	6.41E+02	
6494	6.48E+02	6.49E+03	-1.22E+02	0.05	6.41E+02	
6495	6.48E+02	6.50E+03	-1.22E+02	0.05	6.41E+02	
6496	6.49E+02	6.50E+03	-1.22E+02	0.05	6.41E+02	
6497	6.49E+02	6.50E+03	-1.22E+02	0.049	6.41E+02	
6498	6.49E+02	6.50E+03	-1.22E+02	0.049	6.42E+02	
6499	6.49E+02	6.50E+03	-1.22E+02	0.049	6.42E+02	
6500	6.49E+02	6.50E+03	-1.22E+02	0.049	6.42E+02	
6501	6.49E+02	6.50E+03	-1.22E+02	0.048	6.42E+02	
6502	6.49E+02	6.50E+03	-1.22E+02	0.048	6.42E+02	
6503	6.49E+02	6.50E+03	-1.22E+02	0.048	6.42E+02	
6504	6.49E+02	6.50E+03	-1.22E+02	0.048	6.42E+02	
6505	6.49E+02	6.51E+03	-1.22E+02	0.048	6.42E+02	
6506	6.49E+02	6.51E+03	-1.22E+02	0.047	6.42E+02	
6507	6.49E+02	6.51E+03	-1.22E+02	0.047	6.42E+02	
6508	6.50E+02	6.51E+03	-1.22E+02	0.047	6.42E+02	
6509	6.50E+02	6.51E+03	-1.22E+02	0.047	6.42E+02	
