Index	Ts	t	HF	Weight	Tr	
1449	2.25E+02	1.45E+03	-2.68E+01	7.342	2.21E+02	
1450	2.25E+02	1.45E+03	-2.68E+01	7.339	2.21E+02	
1451	2.25E+02	1.45E+03	-2.68E+01	7.336	2.21E+02	
1452	2.25E+02	1.45E+03	-2.69E+01	7.332	2.21E+02	
1453	2.25E+02	1.45E+03	-2.69E+01	7.329	2.21E+02	
1454	2.25E+02	1.45E+03	-2.69E+01	7.326	2.21E+02	
1455	2.25E+02	1.46E+03	-2.69E+01	7.323	2.21E+02	
1456	2.25E+02	1.46E+03	-2.69E+01	7.319	2.21E+02	
1457	2.25E+02	1.46E+03	-2.69E+01	7.316	2.21E+02	
1458	2.26E+02	1.46E+03	-2.70E+01	7.313	2.22E+02	
1459	2.26E+02	1.46E+03	-2.70E+01	7.31	2.22E+02	
1460	2.26E+02	1.46E+03	-2.70E+01	7.306	2.22E+02	
1461	2.26E+02	1.46E+03	-2.70E+01	7.303	2.22E+02	
1462	2.26E+02	1.46E+03	-2.70E+01	7.3	2.22E+02	
1463	2.26E+02	1.46E+03	-2.70E+01	7.297	2.22E+02	
1464	2.26E+02	1.46E+03	-2.71E+01	7.293	2.22E+02	
1465	2.26E+02	1.47E+03	-2.71E+01	7.29	2.22E+02	
1466	2.26E+02	1.47E+03	-2.71E+01	7.287	2.22E+02	
1467	2.26E+02	1.47E+03	-2.71E+01	7.284	2.22E+02	
1468	2.26E+02	1.47E+03	-2.71E+01	7.281	2.22E+02	
1469	2.27E+02	1.47E+03	-2.72E+01	7.278	2.22E+02	
1470	2.27E+02	1.47E+03	-2.72E+01	7.274	2.23E+02	
1471	2.27E+02	1.47E+03	-2.72E+01	7.271	2.23E+02	
1472	2.27E+02	1.47E+03	-2.72E+01	7.268	2.23E+02	
1473	2.27E+02	1.47E+03	-2.72E+01	7.265	2.23E+02	
1474	2.27E+02	1.47E+03	-2.72E+01	7.262	2.23E+02	
1475	2.27E+02	1.48E+03	-2.72E+01	7.258	2.23E+02	
1476	2.27E+02	1.48E+03	-2.73E+01	7.255	2.23E+02	
1477	2.27E+02	1.48E+03	-2.73E+01	7.252	2.23E+02	
1478	2.27E+02	1.48E+03	-2.73E+01	7.249	2.23E+02	
1479	2.27E+02	1.48E+03	-2.73E+01	7.246	2.23E+02	
1480	2.27E+02	1.48E+03	-2.73E+01	7.243	2.23E+02	
1481	2.28E+02	1.48E+03	-2.73E+01	7.24	2.23E+02	
1482	2.28E+02	1.48E+03	-2.74E+01	7.237	2.24E+02	
1483	2.28E+02	1.48E+03	-2.74E+01	7.233	2.24E+02	
1484	2.28E+02	1.48E+03	-2.74E+01	7.23	2.24E+02	
1485	2.28E+02	1.49E+03	-2.74E+01	7.227	2.24E+02	
1486	2.28E+02	1.49E+03	-2.74E+01	7.224	2.24E+02	
1487	2.28E+02	1.49E+03	-2.74E+01	7.221	2.24E+02	
1488	2.28E+02	1.49E+03	-2.75E+01	7.218	2.24E+02	
1489	2.28E+02	1.49E+03	-2.75E+01	7.215	2.24E+02	
1490	2.28E+02	1.49E+03	-2.75E+01	7.212	2.24E+02	
1491	2.28E+02	1.49E+03	-2.75E+01	7.208	2.24E+02	
1492	2.28E+02	1.49E+03	-2.75E+01	7.205	2.24E+02	
1493	2.29E+02	1.49E+03	-2.75E+01	7.202	2.24E+02	
1494	2.29E+02	1.49E+03	-2.76E+01	7.199	2.25E+02	
1495	2.29E+02	1.50E+03	-2.76E+01	7.196	2.25E+02	
1496	2.29E+02	1.50E+03	-2.76E+01	7.193	2.25E+02	
1497	2.29E+02	1.50E+03	-2.76E+01	7.19	2.25E+02	
1498	2.29E+02	1.50E+03	-2.76E+01	7.187	2.25E+02	
1499	2.29E+02	1.50E+03	-2.77E+01	7.183	2.25E+02	
1500	2.29E+02	1.50E+03	-2.77E+01	7.18	2.25E+02	
1501	2.29E+02	1.50E+03	-2.77E+01	7.177	2.25E+02	
1502	2.29E+02	1.50E+03	-2.77E+01	7.174	2.25E+02	
1503	2.29E+02	1.50E+03	-2.77E+01	7.171	2.25E+02	
1504	2.29E+02	1.50E+03	-2.78E+01	7.168	2.25E+02	
1505	2.30E+02	1.51E+03	-2.78E+01	7.165	2.25E+02	
1506	2.30E+02	1.51E+03	-2.78E+01	7.162	2.26E+02	
1507	2.30E+02	1.51E+03	-2.78E+01	7.159	2.26E+02	
1508	2.30E+02	1.51E+03	-2.78E+01	7.156	2.26E+02	
1509	2.30E+02	1.51E+03	-2.78E+01	7.153	2.26E+02	
1510	2.30E+02	1.51E+03	-2.79E+01	7.15	2.26E+02	
1511	2.30E+02	1.51E+03	-2.79E+01	7.147	2.26E+02	
1512	2.30E+02	1.51E+03	-2.79E+01	7.144	2.26E+02	
1513	2.30E+02	1.51E+03	-2.79E+01	7.141	2.26E+02	
1514	2.30E+02	1.51E+03	-2.79E+01	7.138	2.26E+02	
1515	2.30E+02	1.52E+03	-2.79E+01	7.134	2.26E+02	
1516	2.30E+02	1.52E+03	-2.80E+01	7.131	2.26E+02	
1517	2.31E+02	1.52E+03	-2.80E+01	7.128	2.26E+02	
1518	2.31E+02	1.52E+03	-2.80E+01	7.125	2.27E+02	
1519	2.31E+02	1.52E+03	-2.80E+01	7.122	2.27E+02	
1520	2.31E+02	1.52E+03	-2.80E+01	7.119	2.27E+02	
1521	2.31E+02	1.52E+03	-2.80E+01	7.116	2.27E+02	
1522	2.31E+02	1.52E+03	-2.81E+01	7.113	2.27E+02	
1523	2.31E+02	1.52E+03	-2.81E+01	7.11	2.27E+02	
1524	2.31E+02	1.52E+03	-2.81E+01	7.107	2.27E+02	
1525	2.31E+02	1.53E+03	-2.81E+01	7.104	2.27E+02	
1526	2.31E+02	1.53E+03	-2.81E+01	7.101	2.27E+02	
1527	2.31E+02	1.53E+03	-2.81E+01	7.098	2.27E+02	
1528	2.32E+02	1.53E+03	-2.82E+01	7.095	2.27E+02	
1529	2.32E+02	1.53E+03	-2.82E+01	7.092	2.27E+02	
1530	2.32E+02	1.53E+03	-2.82E+01	7.089	2.28E+02	
1531	2.32E+02	1.53E+03	-2.82E+01	7.086	2.28E+02	
1532	2.32E+02	1.53E+03	-2.82E+01	7.083	2.28E+02	
1533	2.32E+02	1.53E+03	-2.83E+01	7.08	2.28E+02	
1534	2.32E+02	1.53E+03	-2.83E+01	7.077	2.28E+02	
1535	2.32E+02	1.54E+03	-2.83E+01	7.074	2.28E+02	
1536	2.32E+02	1.54E+03	-2.83E+01	7.071	2.28E+02	
1537	2.32E+02	1.54E+03	-2.83E+01	7.068	2.28E+02	
1538	2.32E+02	1.54E+03	-2.83E+01	7.065	2.28E+02	
1539	2.32E+02	1.54E+03	-2.84E+01	7.062	2.28E+02	
1540	2.33E+02	1.54E+03	-2.84E+01	7.059	2.28E+02	
1541	2.33E+02	1.54E+03	-2.84E+01	7.056	2.28E+02	
1542	2.33E+02	1.54E+03	-2.84E+01	7.053	2.29E+02	
1543	2.33E+02	1.54E+03	-2.84E+01	7.05	2.29E+02	
1544	2.33E+02	1.54E+03	-2.84E+01	7.047	2.29E+02	
1545	2.33E+02	1.55E+03	-2.85E+01	7.044	2.29E+02	
1546	2.33E+02	1.55E+03	-2.85E+01	7.041	2.29E+02	
1547	2.33E+02	1.55E+03	-2.85E+01	7.038	2.29E+02	
1548	2.33E+02	1.55E+03	-2.85E+01	7.035	2.29E+02	
1549	2.33E+02	1.55E+03	-2.85E+01	7.032	2.29E+02	
1550	2.33E+02	1.55E+03	-2.85E+01	7.03	2.29E+02	
1551	2.33E+02	1.55E+03	-2.86E+01	7.027	2.29E+02	
1552	2.34E+02	1.55E+03	-2.86E+01	7.024	2.29E+02	
1553	2.34E+02	1.55E+03	-2.86E+01	7.021	2.29E+02	
1554	2.34E+02	1.55E+03	-2.86E+01	7.018	2.30E+02	
1555	2.34E+02	1.56E+03	-2.86E+01	7.015	2.30E+02	
1556	2.34E+02	1.56E+03	-2.86E+01	7.012	2.30E+02	
1557	2.34E+02	1.56E+03	-2.86E+01	7.009	2.30E+02	
1558	2.34E+02	1.56E+03	-2.87E+01	7.006	2.30E+02	
1559	2.34E+02	1.56E+03	-2.87E+01	7.003	2.30E+02	
1560	2.34E+02	1.56E+03	-2.87E+01	7	2.30E+02	
1561	2.34E+02	1.56E+03	-2.87E+01	6.997	2.30E+02	
1562	2.34E+02	1.56E+03	-2.87E+01	6.995	2.30E+02	
1563	2.34E+02	1.56E+03	-2.88E+01	6.992	2.30E+02	
1564	2.35E+02	1.56E+03	-2.88E+01	6.989	2.30E+02	
1565	2.35E+02	1.57E+03	-2.88E+01	6.986	2.30E+02	
1566	2.35E+02	1.57E+03	-2.88E+01	6.983	2.31E+02	
1567	2.35E+02	1.57E+03	-2.88E+01	6.98	2.31E+02	
1568	2.35E+02	1.57E+03	-2.88E+01	6.977	2.31E+02	
1569	2.35E+02	1.57E+03	-2.88E+01	6.974	2.31E+02	
1570	2.35E+02	1.57E+03	-2.89E+01	6.971	2.31E+02	
1571	2.35E+02	1.57E+03	-2.89E+01	6.968	2.31E+02	
1572	2.35E+02	1.57E+03	-2.89E+01	6.965	2.31E+02	
1573	2.35E+02	1.57E+03	-2.89E+01	6.962	2.31E+02	
1574	2.35E+02	1.57E+03	-2.89E+01	6.96	2.31E+02	
1575	2.36E+02	1.58E+03	-2.89E+01	6.957	2.31E+02	
1576	2.36E+02	1.58E+03	-2.90E+01	6.954	2.31E+02	
1577	2.36E+02	1.58E+03	-2.90E+01	6.951	2.31E+02	
1578	2.36E+02	1.58E+03	-2.90E+01	6.948	2.32E+02	
1579	2.36E+02	1.58E+03	-2.90E+01	6.945	2.32E+02	
1580	2.36E+02	1.58E+03	-2.90E+01	6.943	2.32E+02	
1581	2.36E+02	1.58E+03	-2.90E+01	6.94	2.32E+02	
1582	2.36E+02	1.58E+03	-2.91E+01	6.937	2.32E+02	
1583	2.36E+02	1.58E+03	-2.91E+01	6.934	2.32E+02	
1584	2.36E+02	1.58E+03	-2.91E+01	6.931	2.32E+02	
1585	2.36E+02	1.59E+03	-2.91E+01	6.928	2.32E+02	
1586	2.36E+02	1.59E+03	-2.91E+01	6.925	2.32E+02	
1587	2.37E+02	1.59E+03	-2.91E+01	6.922	2.32E+02	
1588	2.37E+02	1.59E+03	-2.92E+01	6.92	2.32E+02	
1589	2.37E+02	1.59E+03	-2.92E+01	6.917	2.32E+02	
1590	2.37E+02	1.59E+03	-2.92E+01	6.914	2.33E+02	
1591	2.37E+02	1.59E+03	-2.92E+01	6.911	2.33E+02	
1592	2.37E+02	1.59E+03	-2.92E+01	6.908	2.33E+02	
1593	2.37E+02	1.59E+03	-2.92E+01	6.905	2.33E+02	
1594	2.37E+02	1.59E+03	-2.92E+01	6.903	2.33E+02	
1595	2.37E+02	1.60E+03	-2.93E+01	6.9	2.33E+02	
1596	2.37E+02	1.60E+03	-2.93E+01	6.897	2.33E+02	
1597	2.37E+02	1.60E+03	-2.93E+01	6.894	2.33E+02	
1598	2.37E+02	1.60E+03	-2.93E+01	6.891	2.33E+02	
1599	2.38E+02	1.60E+03	-2.93E+01	6.889	2.33E+02	
1600	2.38E+02	1.60E+03	-2.93E+01	6.886	2.33E+02	
1601	2.38E+02	1.60E+03	-2.94E+01	6.883	2.33E+02	
1602	2.38E+02	1.60E+03	-2.94E+01	6.88	2.34E+02	
1603	2.38E+02	1.60E+03	-2.94E+01	6.877	2.34E+02	
1604	2.38E+02	1.60E+03	-2.94E+01	6.875	2.34E+02	
1605	2.38E+02	1.61E+03	-2.94E+01	6.872	2.34E+02	
1606	2.38E+02	1.61E+03	-2.94E+01	6.869	2.34E+02	
1607	2.38E+02	1.61E+03	-2.95E+01	6.866	2.34E+02	
1608	2.38E+02	1.61E+03	-2.95E+01	6.863	2.34E+02	
1609	2.38E+02	1.61E+03	-2.95E+01	6.86	2.34E+02	
1610	2.38E+02	1.61E+03	-2.95E+01	6.858	2.34E+02	
1611	2.39E+02	1.61E+03	-2.95E+01	6.855	2.34E+02	
1612	2.39E+02	1.61E+03	-2.95E+01	6.852	2.34E+02	
1613	2.39E+02	1.61E+03	-2.96E+01	6.849	2.34E+02	
1614	2.39E+02	1.61E+03	-2.96E+01	6.847	2.35E+02	
1615	2.39E+02	1.62E+03	-2.96E+01	6.844	2.35E+02	
1616	2.39E+02	1.62E+03	-2.96E+01	6.841	2.35E+02	
1617	2.39E+02	1.62E+03	-2.96E+01	6.838	2.35E+02	
1618	2.39E+02	1.62E+03	-2.96E+01	6.836	2.35E+02	
1619	2.39E+02	1.62E+03	-2.97E+01	6.833	2.35E+02	
1620	2.39E+02	1.62E+03	-2.97E+01	6.83	2.35E+02	
1621	2.39E+02	1.62E+03	-2.97E+01	6.827	2.35E+02	
1622	2.40E+02	1.62E+03	-2.97E+01	6.824	2.35E+02	
1623	2.40E+02	1.62E+03	-2.97E+01	6.822	2.35E+02	
1624	2.40E+02	1.62E+03	-2.97E+01	6.819	2.35E+02	
1625	2.40E+02	1.63E+03	-2.97E+01	6.816	2.35E+02	
1626	2.40E+02	1.63E+03	-2.98E+01	6.813	2.36E+02	
1627	2.40E+02	1.63E+03	-2.98E+01	6.811	2.36E+02	
1628	2.40E+02	1.63E+03	-2.98E+01	6.808	2.36E+02	
1629	2.40E+02	1.63E+03	-2.98E+01	6.805	2.36E+02	
1630	2.40E+02	1.63E+03	-2.98E+01	6.803	2.36E+02	
1631	2.40E+02	1.63E+03	-2.98E+01	6.8	2.36E+02	
1632	2.40E+02	1.63E+03	-2.99E+01	6.797	2.36E+02	
1633	2.40E+02	1.63E+03	-2.99E+01	6.794	2.36E+02	
1634	2.41E+02	1.63E+03	-2.99E+01	6.792	2.36E+02	
1635	2.41E+02	1.64E+03	-2.99E+01	6.789	2.36E+02	
1636	2.41E+02	1.64E+03	-2.99E+01	6.786	2.36E+02	
1637	2.41E+02	1.64E+03	-2.99E+01	6.783	2.36E+02	
1638	2.41E+02	1.64E+03	-3.00E+01	6.781	2.37E+02	
1639	2.41E+02	1.64E+03	-3.00E+01	6.778	2.37E+02	
1640	2.41E+02	1.64E+03	-3.00E+01	6.775	2.37E+02	
1641	2.41E+02	1.64E+03	-3.00E+01	6.773	2.37E+02	
1642	2.41E+02	1.64E+03	-3.00E+01	6.77	2.37E+02	
1643	2.41E+02	1.64E+03	-3.01E+01	6.767	2.37E+02	
1644	2.41E+02	1.64E+03	-3.01E+01	6.764	2.37E+02	
1645	2.41E+02	1.65E+03	-3.01E+01	6.762	2.37E+02	
1646	2.42E+02	1.65E+03	-3.01E+01	6.759	2.37E+02	
1647	2.42E+02	1.65E+03	-3.01E+01	6.756	2.37E+02	
1648	2.42E+02	1.65E+03	-3.02E+01	6.753	2.37E+02	
1649	2.42E+02	1.65E+03	-3.02E+01	6.751	2.37E+02	
1650	2.42E+02	1.65E+03	-3.02E+01	6.748	2.38E+02	
1651	2.42E+02	1.65E+03	-3.02E+01	6.745	2.38E+02	
1652	2.42E+02	1.65E+03	-3.02E+01	6.742	2.38E+02	
1653	2.42E+02	1.65E+03	-3.02E+01	6.74	2.38E+02	
1654	2.42E+02	1.65E+03	-3.02E+01	6.737	2.38E+02	
1655	2.42E+02	1.66E+03	-3.02E+01	6.734	2.38E+02	
1656	2.42E+02	1.66E+03	-3.03E+01	6.732	2.38E+02	
1657	2.42E+02	1.66E+03	-3.03E+01	6.729	2.38E+02	
1658	2.43E+02	1.66E+03	-3.03E+01	6.727	2.38E+02	
1659	2.43E+02	1.66E+03	-3.03E+01	6.724	2.38E+02	
1660	2.43E+02	1.66E+03	-3.03E+01	6.722	2.38E+02	
1661	2.43E+02	1.66E+03	-3.03E+01	6.719	2.38E+02	
1662	2.43E+02	1.66E+03	-3.03E+01	6.716	2.39E+02	
1663	2.43E+02	1.66E+03	-3.04E+01	6.714	2.39E+02	
1664	2.43E+02	1.66E+03	-3.04E+01	6.711	2.39E+02	
1665	2.43E+02	1.67E+03	-3.04E+01	6.709	2.39E+02	
1666	2.43E+02	1.67E+03	-3.04E+01	6.706	2.39E+02	
1667	2.43E+02	1.67E+03	-3.04E+01	6.703	2.39E+02	
1668	2.43E+02	1.67E+03	-3.04E+01	6.701	2.39E+02	
1669	2.44E+02	1.67E+03	-3.05E+01	6.698	2.39E+02	
1670	2.44E+02	1.67E+03	-3.05E+01	6.695	2.39E+02	
1671	2.44E+02	1.67E+03	-3.05E+01	6.692	2.39E+02	
1672	2.44E+02	1.67E+03	-3.05E+01	6.69	2.39E+02	
1673	2.44E+02	1.67E+03	-3.05E+01	6.687	2.39E+02	
1674	2.44E+02	1.67E+03	-3.05E+01	6.685	2.40E+02	
1675	2.44E+02	1.68E+03	-3.06E+01	6.682	2.40E+02	
1676	2.44E+02	1.68E+03	-3.06E+01	6.679	2.40E+02	
1677	2.44E+02	1.68E+03	-3.06E+01	6.677	2.40E+02	
1678	2.44E+02	1.68E+03	-3.06E+01	6.674	2.40E+02	
1679	2.44E+02	1.68E+03	-3.06E+01	6.671	2.40E+02	
1680	2.44E+02	1.68E+03	-3.06E+01	6.669	2.40E+02	
1681	2.45E+02	1.68E+03	-3.06E+01	6.666	2.40E+02	
1682	2.45E+02	1.68E+03	-3.07E+01	6.664	2.40E+02	
1683	2.45E+02	1.68E+03	-3.07E+01	6.661	2.40E+02	
1684	2.45E+02	1.68E+03	-3.07E+01	6.658	2.40E+02	
1685	2.45E+02	1.69E+03	-3.07E+01	6.656	2.40E+02	
1686	2.45E+02	1.69E+03	-3.07E+01	6.653	2.41E+02	
1687	2.45E+02	1.69E+03	-3.07E+01	6.651	2.41E+02	
1688	2.45E+02	1.69E+03	-3.08E+01	6.648	2.41E+02	
1689	2.45E+02	1.69E+03	-3.08E+01	6.645	2.41E+02	
1690	2.45E+02	1.69E+03	-3.08E+01	6.643	2.41E+02	
1691	2.45E+02	1.69E+03	-3.08E+01	6.64	2.41E+02	
1692	2.45E+02	1.69E+03	-3.08E+01	6.638	2.41E+02	
1693	2.46E+02	1.69E+03	-3.08E+01	6.635	2.41E+02	
1694	2.46E+02	1.69E+03	-3.09E+01	6.633	2.41E+02	
1695	2.46E+02	1.70E+03	-3.09E+01	6.63	2.41E+02	
1696	2.46E+02	1.70E+03	-3.09E+01	6.627	2.41E+02	
1697	2.46E+02	1.70E+03	-3.09E+01	6.625	2.41E+02	
1698	2.46E+02	1.70E+03	-3.09E+01	6.622	2.42E+02	
1699	2.46E+02	1.70E+03	-3.09E+01	6.62	2.42E+02	
1700	2.46E+02	1.70E+03	-3.10E+01	6.617	2.42E+02	
1701	2.46E+02	1.70E+03	-3.10E+01	6.614	2.42E+02	
1702	2.46E+02	1.70E+03	-3.10E+01	6.612	2.42E+02	
1703	2.46E+02	1.70E+03	-3.10E+01	6.609	2.42E+02	
1704	2.46E+02	1.70E+03	-3.10E+01	6.607	2.42E+02	
1705	2.47E+02	1.71E+03	-3.10E+01	6.604	2.42E+02	
1706	2.47E+02	1.71E+03	-3.11E+01	6.602	2.42E+02	
1707	2.47E+02	1.71E+03	-3.11E+01	6.599	2.42E+02	
1708	2.47E+02	1.71E+03	-3.11E+01	6.597	2.42E+02	
1709	2.47E+02	1.71E+03	-3.11E+01	6.594	2.42E+02	
1710	2.47E+02	1.71E+03	-3.11E+01	6.592	2.43E+02	
1711	2.47E+02	1.71E+03	-3.12E+01	6.589	2.43E+02	
1712	2.47E+02	1.71E+03	-3.12E+01	6.586	2.43E+02	
1713	2.47E+02	1.71E+03	-3.12E+01	6.584	2.43E+02	
1714	2.47E+02	1.71E+03	-3.12E+01	6.581	2.43E+02	
1715	2.47E+02	1.72E+03	-3.12E+01	6.579	2.43E+02	
1716	2.48E+02	1.72E+03	-3.13E+01	6.576	2.43E+02	
1717	2.48E+02	1.72E+03	-3.13E+01	6.574	2.43E+02	
1718	2.48E+02	1.72E+03	-3.13E+01	6.571	2.43E+02	
1719	2.48E+02	1.72E+03	-3.13E+01	6.569	2.43E+02	
1720	2.48E+02	1.72E+03	-3.13E+01	6.566	2.43E+02	
1721	2.48E+02	1.72E+03	-3.13E+01	6.564	2.43E+02	
1722	2.48E+02	1.72E+03	-3.14E+01	6.561	2.44E+02	
1723	2.48E+02	1.72E+03	-3.14E+01	6.559	2.44E+02	
1724	2.48E+02	1.72E+03	-3.14E+01	6.556	2.44E+02	
1725	2.48E+02	1.73E+03	-3.14E+01	6.554	2.44E+02	
1726	2.48E+02	1.73E+03	-3.14E+01	6.551	2.44E+02	
1727	2.48E+02	1.73E+03	-3.14E+01	6.549	2.44E+02	
1728	2.49E+02	1.73E+03	-3.14E+01	6.546	2.44E+02	
1729	2.49E+02	1.73E+03	-3.15E+01	6.544	2.44E+02	
1730	2.49E+02	1.73E+03	-3.15E+01	6.541	2.44E+02	
1731	2.49E+02	1.73E+03	-3.15E+01	6.539	2.44E+02	
1732	2.49E+02	1.73E+03	-3.15E+01	6.536	2.44E+02	
1733	2.49E+02	1.73E+03	-3.15E+01	6.534	2.44E+02	
1734	2.49E+02	1.73E+03	-3.15E+01	6.532	2.45E+02	
1735	2.49E+02	1.74E+03	-3.15E+01	6.529	2.45E+02	
1736	2.49E+02	1.74E+03	-3.16E+01	6.527	2.45E+02	
1737	2.49E+02	1.74E+03	-3.16E+01	6.524	2.45E+02	
1738	2.49E+02	1.74E+03	-3.16E+01	6.522	2.45E+02	
1739	2.49E+02	1.74E+03	-3.16E+01	6.52	2.45E+02	
1740	2.50E+02	1.74E+03	-3.16E+01	6.517	2.45E+02	
1741	2.50E+02	1.74E+03	-3.16E+01	6.515	2.45E+02	
1742	2.50E+02	1.74E+03	-3.16E+01	6.512	2.45E+02	
1743	2.50E+02	1.74E+03	-3.17E+01	6.51	2.45E+02	
1744	2.50E+02	1.74E+03	-3.17E+01	6.507	2.45E+02	
1745	2.50E+02	1.75E+03	-3.17E+01	6.504	2.45E+02	
1746	2.50E+02	1.75E+03	-3.17E+01	6.502	2.46E+02	
1747	2.50E+02	1.75E+03	-3.17E+01	6.5	2.46E+02	
1748	2.50E+02	1.75E+03	-3.17E+01	6.497	2.46E+02	
1749	2.50E+02	1.75E+03	-3.18E+01	6.495	2.46E+02	
1750	2.50E+02	1.75E+03	-3.18E+01	6.492	2.46E+02	
1751	2.50E+02	1.75E+03	-3.18E+01	6.49	2.46E+02	
1752	2.51E+02	1.75E+03	-3.18E+01	6.487	2.46E+02	
1753	2.51E+02	1.75E+03	-3.18E+01	6.485	2.46E+02	
1754	2.51E+02	1.75E+03	-3.18E+01	6.483	2.46E+02	
1755	2.51E+02	1.76E+03	-3.19E+01	6.48	2.46E+02	
1756	2.51E+02	1.76E+03	-3.19E+01	6.478	2.46E+02	
1757	2.51E+02	1.76E+03	-3.19E+01	6.475	2.46E+02	
1758	2.51E+02	1.76E+03	-3.19E+01	6.473	2.47E+02	
1759	2.51E+02	1.76E+03	-3.19E+01	6.47	2.47E+02	
1760	2.51E+02	1.76E+03	-3.20E+01	6.468	2.47E+02	
1761	2.51E+02	1.76E+03	-3.20E+01	6.466	2.47E+02	
1762	2.51E+02	1.76E+03	-3.20E+01	6.463	2.47E+02	
1763	2.52E+02	1.76E+03	-3.20E+01	6.461	2.47E+02	
1764	2.52E+02	1.76E+03	-3.20E+01	6.459	2.47E+02	
1765	2.52E+02	1.77E+03	-3.20E+01	6.456	2.47E+02	
1766	2.52E+02	1.77E+03	-3.21E+01	6.454	2.47E+02	
1767	2.52E+02	1.77E+03	-3.21E+01	6.451	2.47E+02	
1768	2.52E+02	1.77E+03	-3.21E+01	6.449	2.47E+02	
1769	2.52E+02	1.77E+03	-3.21E+01	6.446	2.47E+02	
1770	2.52E+02	1.77E+03	-3.21E+01	6.444	2.48E+02	
1771	2.52E+02	1.77E+03	-3.21E+01	6.442	2.48E+02	
1772	2.52E+02	1.77E+03	-3.22E+01	6.439	2.48E+02	
1773	2.52E+02	1.77E+03	-3.22E+01	6.437	2.48E+02	
1774	2.52E+02	1.77E+03	-3.22E+01	6.435	2.48E+02	
1775	2.53E+02	1.78E+03	-3.22E+01	6.432	2.48E+02	
1776	2.53E+02	1.78E+03	-3.22E+01	6.43	2.48E+02	
1777	2.53E+02	1.78E+03	-3.22E+01	6.428	2.48E+02	
1778	2.53E+02	1.78E+03	-3.22E+01	6.425	2.48E+02	
1779	2.53E+02	1.78E+03	-3.23E+01	6.423	2.48E+02	
1780	2.53E+02	1.78E+03	-3.23E+01	6.421	2.48E+02	
1781	2.53E+02	1.78E+03	-3.23E+01	6.418	2.48E+02	
1782	2.53E+02	1.78E+03	-3.23E+01	6.416	2.49E+02	
1783	2.53E+02	1.78E+03	-3.23E+01	6.413	2.49E+02	
1784	2.53E+02	1.78E+03	-3.23E+01	6.411	2.49E+02	
1785	2.53E+02	1.79E+03	-3.23E+01	6.409	2.49E+02	
1786	2.53E+02	1.79E+03	-3.24E+01	6.406	2.49E+02	
1787	2.54E+02	1.79E+03	-3.24E+01	6.404	2.49E+02	
1788	2.54E+02	1.79E+03	-3.24E+01	6.402	2.49E+02	
1789	2.54E+02	1.79E+03	-3.24E+01	6.399	2.49E+02	
1790	2.54E+02	1.79E+03	-3.24E+01	6.397	2.49E+02	
1791	2.54E+02	1.79E+03	-3.24E+01	6.395	2.49E+02	
1792	2.54E+02	1.79E+03	-3.25E+01	6.392	2.49E+02	
1793	2.54E+02	1.79E+03	-3.25E+01	6.39	2.49E+02	
1794	2.54E+02	1.79E+03	-3.25E+01	6.388	2.50E+02	
1795	2.54E+02	1.80E+03	-3.25E+01	6.385	2.50E+02	
1796	2.54E+02	1.80E+03	-3.25E+01	6.383	2.50E+02	
1797	2.54E+02	1.80E+03	-3.25E+01	6.381	2.50E+02	
1798	2.54E+02	1.80E+03	-3.26E+01	6.379	2.50E+02	
1799	2.55E+02	1.80E+03	-3.26E+01	6.376	2.50E+02	
1800	2.55E+02	1.80E+03	-3.26E+01	6.374	2.50E+02	
1801	2.55E+02	1.80E+03	-3.26E+01	6.372	2.50E+02	
1802	2.55E+02	1.80E+03	-3.26E+01	6.369	2.50E+02	
1803	2.55E+02	1.80E+03	-3.26E+01	6.367	2.50E+02	
1804	2.55E+02	1.80E+03	-3.27E+01	6.365	2.50E+02	
1805	2.55E+02	1.81E+03	-3.27E+01	6.362	2.50E+02	
1806	2.55E+02	1.81E+03	-3.27E+01	6.36	2.51E+02	
1807	2.55E+02	1.81E+03	-3.27E+01	6.358	2.51E+02	
1808	2.55E+02	1.81E+03	-3.27E+01	6.355	2.51E+02	
1809	2.55E+02	1.81E+03	-3.28E+01	6.353	2.51E+02	
1810	2.55E+02	1.81E+03	-3.28E+01	6.351	2.51E+02	
1811	2.56E+02	1.81E+03	-3.28E+01	6.349	2.51E+02	
1812	2.56E+02	1.81E+03	-3.28E+01	6.346	2.51E+02	
1813	2.56E+02	1.81E+03	-3.28E+01	6.344	2.51E+02	
1814	2.56E+02	1.81E+03	-3.28E+01	6.342	2.51E+02	
1815	2.56E+02	1.82E+03	-3.29E+01	6.339	2.51E+02	
1816	2.56E+02	1.82E+03	-3.29E+01	6.337	2.51E+02	
1817	2.56E+02	1.82E+03	-3.29E+01	6.335	2.51E+02	
1818	2.56E+02	1.82E+03	-3.29E+01	6.333	2.52E+02	
1819	2.56E+02	1.82E+03	-3.29E+01	6.33	2.52E+02	
1820	2.56E+02	1.82E+03	-3.29E+01	6.328	2.52E+02	
1821	2.56E+02	1.82E+03	-3.30E+01	6.326	2.52E+02	
1822	2.57E+02	1.82E+03	-3.30E+01	6.324	2.52E+02	
1823	2.57E+02	1.82E+03	-3.30E+01	6.321	2.52E+02	
1824	2.57E+02	1.82E+03	-3.30E+01	6.319	2.52E+02	
1825	2.57E+02	1.83E+03	-3.30E+01	6.317	2.52E+02	
